Professor,Keywords
Kaibo Liu,Data fusion; multiple operational conditions; multiple sensors; prognostics; Remaining life prediction
Kaibo Liu,Electrocardiogram (ECG); hidden Markov model; obstructive sleep apnea (OSA); temporal dependence
Kaibo Liu,Process monitoring; progressive stamping processes; recurrence plot (RP); tonnage signals
Kaibo Liu,Data fusion; Degradation modeling; Prognostics; Remaining life prediction
Kaibo Liu,after-sales service and support; complex systems; data analytics; intelligent systems; Internet of Things; projection; real-time monitoring; service decision making; system informatics; system informatics
Kaibo Liu,Business Data Analytics; Business of Big Data; Data Analytics Software; Gravity Model; New Retail Site Location Selection
Kaibo Liu,Multiple data streams; Partial information over the spatial domain; Sensor redeployment; Shift detection; Sum of the top-r local statistics
Kaibo Liu,
Kaibo Liu,Adaptive sensor allocation strategy; Bayesian network (BN); max-min criterion; process monitoring and diagnosis
Kaibo Liu,Composite quality index; Iterative quadratic programming (IQP) algorithm for NPCA; Non-negative principal component analysis (NPCA); Physician performance assessment
Kaibo Liu,Data-level fusion; Degradation modeling; Prognostics; Residual life distributions
Kaibo Liu,Bayesian network; diagnosis ranking; multiple mean shifts; optimal sensor allocation; partial observation
Kaibo Liu,Multistage multimode process; piecewise linear regression tree; process monitoring; serial-parallel manufacturing processes; variation modeling
Robert Radwin,public communication; research integrity; research transparency; trust in science
Robert Radwin,Assembly-time performance; coefficient of variation; collaborative robots; gamma distribution; human operators
Robert Radwin,Assembly system; collaborative robots; flow time; phase-type distribution; service rate
Robert Radwin,
Robert Radwin,Asymmetry angle; manual lifting; NIOSH lifting equation; three-dimensional (3-D) skeletal joints estimation; video monitoring
Robert Radwin,Borescope; Musculoskeletal disorders; Omnidirectional camera; Telescopic mirror; Visibility modalities
Robert Radwin,hand tremor; microscopic surgery; ophthalmology; wrist rest
Robert Radwin,end-user programming; human-robot collaboration; human-robot interaction; trigger-action programming
Robert Radwin,Human-Robot Collaboration; Learning from Demonstration; Telerobotics and Teleoperation
Robert Radwin,end-user programing; human-robot interaction; remote robot control; robotics; teleoperation; user study
Robert Radwin,challenges; ergonomics; Machine learning; manufacturing; opportunities
Robert Radwin,bioanalytic; de-capper; ergonomics; productivity; repetitive motion; uncapper
Robert Radwin,Human-robot collaboration; telerobotics and teleoperation
Robert Radwin,Collaborative robot assembly; ergonomics; flow time; productivity; strain index
Robert Radwin,Cameras; medicine; motion estimation; position measurement; surgical instruments; video recording; video signal processing
Robert Radwin,Gender; Self-assessment; Simulation; Surgical education
Robert Radwin,Assessment; Marker-less; Surgery
Robert Radwin,Computing time; Sub-sampling; Video object tracking
Robert Radwin,Ergonomic tools; Healthcare workers; Musculoskeletal disorders
Robert Radwin,
Robert Radwin,job risk assessment; kinematics; low back; manual materials handling; work physiology
Robert Radwin,computer vision; machine learning; marker-less hand tracking; open surgeries; surgical skills
Robert Radwin,Deliberate practice; Objective performance assessment; Practice-Based Learning and Improvement; Surgical skill
Robert Radwin,lower back pain prevention; Manual lifting; motion monitoring; NIOSH lifting equation; video
Robert Radwin,blood draw; container opening; gavage; musculoskeletal disorders; physical ergonomics; syringes; uncapping; vortex mixer
Robert Radwin,computer vision; marker-less video tracking; objective structured assessment of technical skills; objective structured assessment of technical skills; surgical task analysis
Robert Radwin,anthropometry; biomechanical models; biomechanics; gait; job risk assessment; low back; manual materials handling; posture; spine; spine; work physiology
Robert Radwin,Computer vision; Exposure assessment; Musculoskeletal disorders
Robert Radwin,Musculoskeletal disorders; Repetitive motion; Threshold limit value
Robert Radwin,computing time; drift-detection; drift-recovery; sub-sampling; video object tracking
Robert Radwin,Human-robot teaming; manufacturing scheduling; occupational ergonomics; optimization methods; work-related musculoskeletal injuries
Robert Radwin,Computing time; Drift-detection; Drift-recovery; Sub-sampling; Video object tracking
Robert Radwin,
Robert Radwin,
Robert Radwin,automated exposure analysis; Computer vision; exposure assessment; repetitive motion; work related musculoskeletal disorders
Robert Radwin,Occupational ergonomics; Physical stress exposure; Work design; Work related musculoskeletal disorders
Robert Radwin,Gain; just-noticeable difference; patient rehabilitation; range of motion; virtual reality
Robert Radwin,driver kinematics; naturalistic driving; subjective rating scales; video extraction
Robert Radwin,Intervention; Repetitive motion injuries; Thumb extensor forces
Robert Radwin,
Robert Radwin,exposure assessment; Repetitive motion; time and motion study; work-related musculoskeletal disorders
Robert Radwin,Ergonomics; Lateral epicondylitis; Magnetic resonance imaging; Muscle edema; Work related musculoskeletal disorders
Robert Radwin,examination technique; hands-on clinical examination; medical simulation; tactile inspection
Robert Radwin,Dynamic strength; Nutrunner; Power hand tool; Tool operator biodynamic model; Upper limb biomechanics; Work related musculoskeletal disorders
Robert Radwin,face tracking; head pose estimation; video analytics
Robert Radwin,
Robert Radwin,exposure assessment; hand activity level; marker-less video tracking; repetitive motion; work-related musculoskeletal disorders
Robert Radwin,Older driver; Performance; Range of motion; Virtual reality
Robert Radwin,computer interface; electromyography (EMG); forces and moments; simulation and virtual reality; virtual environments
Robert Radwin,biomechanics; ergonomic design; grip strength; hand dynamometer; occupational safety and health
Robert Radwin,Inertial sensors; Motion analysis; Neck range of motion
Robert Radwin,exposure assessment; repetitive motion; work-related musculoskeletal disorders
Robert Radwin,exposure assessment; repetitive motion; work-related musculoskeletal disorders
Robert Radwin,
Robert Radwin,hand activity assessment; hand motion; video-based object tracking
Robert Radwin,
Robert Radwin,
Robert Radwin,
Robert Radwin,
Robert Radwin,
Robert Radwin,CAVE; physical interface; simulation; virtual reality
Robert Radwin,H.5.2 [Information Interfaces and Presentation]: User Interfaces - Input devices and strategies
Robert Radwin,biomechanics; ergonomic design; occupational safety and health; power hand tool; screwdriver
Robert Radwin,
Robert Radwin,2D grip force; handle design; multi-axis grip dynamometer
Robert Radwin,Calibration; Depth compression; Distance estimation; Perception; Shape perception; Stereo vision displays; Virtual reality
Robert Radwin,biomechanics; hand activity level; repetitive motion; upper extremity injuries; work-related musculoskeletal disorders
Robert Radwin,Home care; self care; user-computer interface
Robert Radwin,"H.5.1 [Information Interfaces and Presentation]: Multimedia Information Systems Artificial, augmented and virtual realities; H.5.2 [Information Interfaces and Presentation]: User Interfaces Input devices and strategies"
Robert Radwin,"brain-computer interface (BCI); electroencephalogram (EEG); Fitts' law; mental workload; NASA Task Load Index, NASA-TLX"
Robert Radwin,
Robert Radwin,
Robert Radwin,
Robert Radwin,Eccentric exertions; Mechanical parameters; Oedema; Power hand tool
Robert Radwin,
Robert Radwin,Forearm; Mechanical parameters; MRI; Stiffness; Submaximal eccentric exertions
Robert Radwin,Grip force; Hand force; Upper extremity biomechanical model
Robert Radwin,
Robert Radwin,
Robert Radwin,Musculoskeletal disorders; Nutrunners; Power hand tools; Repetitive motion injuries; Screwdrivers; Tool force; Tool torque
Robert Radwin,
Robert Radwin,Agriculture; Fatigue; Posture
Robert Radwin,Forearm; Magnetic resonance imaging; Mechanical model; Power tool use; Stiffness; Work-related musculoskeletal disorders
Robert Radwin,
Robert Radwin,Forearm; Mechanical responses; Power tool; Stiffness
Robert Radwin,Eccentric muscle contrations; Human motion and force; Torque reaction force; Upper extremity biomechanical model; Work-related musculoskeletal disorders
Robert Radwin,Forearm; Hand tool; Magnetic resonance imaging; Mechanical properties; Stiffness; Submaximal eccentric exertions
Robert Radwin,
Robert Radwin,Forearm; Mechanical properties; Stiffness; Submaximal eccentric exertions
Robert Radwin,
Robert Radwin,
Robert Radwin,
Robert Radwin,Cumulative trauma; Hand force; Musculoskeletal disorders
Robert Radwin,Carpal tunnel syndrome; Functional test; Injury surveillance; Nerve conduction test; Psychomotor test; Sensory test; Work related musculoskeletal disorders
Robert Radwin,
Robert Radwin,
Robert Radwin,Eccentric muscle contractions; Force; Motion and force modelling; Torque; Work-related musculoskeletal disorders
Robert Radwin,Analysis time; Posture classification; Spectral analysis
Robert Radwin,
Robert Radwin,
Robert Radwin,Cumulative trauma; Eccentric exertion; Force; Musculoskeletal disorders
Robert Radwin,Arm; Back; Cumulative trauma; Elbow; Fingers; Hand; Neck; Shoulder; Upper limb; Wrist
Robert Radwin,Ergonomics; Hand tools; Musculoskeletal disorders; Poultry processing
Robert Radwin,
Robert Radwin,Ergonomics; Human performance; Musculoskeletal disorders
Robert Radwin,
Robert Radwin,
Robert Radwin,
Robert Radwin,Cumulative trauma; Electrogonimeters; Job analysis; Posture; Repetitive motion
Robert Radwin,Carpal Tunnel Syndrome; Cumulative Trauma Disorders; Forelimb; Myofascial Pain Syndromes; Overuse Syndromes; Repetition Strain injury; Upper Limb
Robert Radwin,Cumulative trauma disorders; Fatigue; Human-computer interaction; Keyboard design; Repetitive trauma disorders
Robert Radwin,
Robert Radwin,Discomfort; Force; Psychophysics; Wrist
Robert Radwin,Discomfort; Electrogoniometer; Force; Psychophysics; Wrist
Robert Radwin,Pinch force; Sensor; Silicon; Tactile
Robert Radwin,Electromyography; Perceived exertion; Power hand tools; Workstation design
Robert Radwin,Anaesthesia; Breathing systems; Equipment; Low-flow; Model; Numerical
Robert Radwin,
Robert Radwin,
Robert Radwin,Dynamic strength; Electromyography; Power hand tools; Workstation design
Robert Radwin,Cumulative trauma; Discomfort; Electrogoniometer; Force; Musculoskeletal disorders; Psychophysics; Repetitive trauma; Wrist
